insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (1, 'Llywellyn', null, 'Furphy', 'lfurphy0@cnn.com', '+48 (152) 900-9528');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (41, 'Regine', 'Guirardin', 'Mayhou', 'rmayhou14@zdnet.com', '+55 (283) 134-4020');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (42, 'Megan', null, 'Bothen', 'mbothen15@digg.com', '+62 (784) 203-8660');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (43, 'Aimee', 'Wardingley', 'Houten', 'ahouten16@craigslist.org', '+86 (147) 461-8547');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (44, 'Shannah', null, 'Bouttell', 'sbouttell17@fda.gov', '+7 (488) 100-7343');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (45, 'Hewitt', 'Ives', 'Clementel', 'hclementel18@baidu.com', '+33 (783) 113-2352');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (46, 'Elissa', null, 'Spire', 'espire19@desdev.cn', '+86 (759) 552-6066');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (47, 'Glynnis', null, 'Mathonnet', 'gmathonnet1a@loc.gov', '+33 (742) 811-0212');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (48, 'Carilyn', null, 'Ambresin', 'cambresin1b@craigslist.org', '+7 (501) 621-6482');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (49, 'Maryellen', null, 'Causby', 'mcausby1c@flickr.com', '+1 (269) 703-6947');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (50, 'Obie', 'Kohlert', 'Jeyness', 'ojeyness1d@unicef.org', '+976 (764) 550-1397');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (51, 'Rogers', null, 'Doe', 'rdoe1e@digg.com', '+66 (952) 273-7138');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (52, 'Rustie', null, 'Anelay', 'ranelay1f@elegantthemes.com', '+86 (611) 835-4992');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (53, 'Alphard', null, 'Schustl', 'aschustl1g@1688.com', '+375 (944) 684-7769');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (54, 'Henrik', 'Samart', 'Chesterman', 'hchesterman1h@hostgator.com', '+62 (803) 528-2848');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (55, 'Hermann', 'Riping', 'Jerrand', 'hjerrand1i@google.com.br', '+86 (409) 797-5122');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (56, 'Elliott', 'Beesley', 'Carlaw', 'ecarlaw1j@berkeley.edu', '+86 (439) 576-9134');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (57, 'Elsinore', 'Keets', 'Sepey', 'esepey1k@comsenz.com', '+86 (880) 314-2554');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (58, 'Dredi', null, 'Prose', 'dprose1l@answers.com', '+63 (715) 330-6549');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (59, 'Marti', 'Donnett', 'Hinstridge', 'mhinstridge1m@nsw.gov.au', '+81 (975) 336-6683');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (60, 'Bax', null, 'Wittey', 'bwittey1n@histats.com', '+84 (307) 986-0595');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (61, 'Klement', null, 'Busek', 'kbusek1o@yolasite.com', '+46 (516) 490-5253');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (62, 'Burl', null, 'MacKnight', 'bmacknight1p@last.fm', '+86 (331) 876-8937');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (63, 'Katrine', null, 'Korn', 'kkorn1q@ocn.ne.jp', '+381 (700) 578-4075');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (64, 'Marietta', 'Janca', 'Nesbitt', 'mnesbitt1r@nba.com', '+359 (833) 926-2877');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (65, 'Joleen', null, 'Stuttman', 'jstuttman1s@msu.edu', '+595 (299) 268-2310');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (66, 'Pierson', null, 'Mathiot', 'pmathiot1t@moonfruit.com', '+48 (384) 953-2543');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (67, 'Julina', null, 'Bayly', 'jbayly1u@guardian.co.uk', '+351 (257) 980-9731');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (68, 'Birgit', null, 'Mylechreest', 'bmylechreest1v@ebay.com', '+86 (885) 259-0881');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (69, 'Mina', null, 'Sewter', 'msewter1w@howstuffworks.com', '+86 (773) 901-1440');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (70, 'Reggis', 'Roebottom', 'O''Hartigan', 'rohartigan1x@odnoklassniki.ru', '+351 (832) 671-2545');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (71, 'Audi', 'Lemmer', 'Hinsche', 'ahinsche1y@taobao.com', '+52 (448) 102-4499');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (72, 'Wade', 'Leaburn', 'Hateley', 'whateley1z@infoseek.co.jp', '+93 (950) 413-6365');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (73, 'Elinore', 'Rottgers', 'Gaenor', 'egaenor20@indiegogo.com', '+86 (365) 680-8129');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (74, 'Nathanial', 'Harhoff', 'Rollings', 'nrollings21@loc.gov', '+62 (379) 940-7970');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (75, 'Laurens', null, 'Alexandre', 'lalexandre22@g.co', '+351 (225) 605-3325');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (76, 'Netta', null, 'Youhill', 'nyouhill23@cpanel.net', '+380 (834) 674-5148');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (77, 'Petronilla', 'Oldall', 'Worboys', 'pworboys24@eventbrite.com', '+33 (832) 617-1176');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (78, 'Alastair', null, 'Sauvan', 'asauvan25@ustream.tv', '+48 (165) 896-3637');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (79, 'Raymund', 'Grigoliis', 'De Ambrosi', 'rdeambrosi26@delicious.com', '+55 (365) 631-2878');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (80, 'Mackenzie', 'Fane', 'Obern', 'mobern27@histats.com', '+62 (472) 689-8306');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (81, 'Felix', 'Rodnight', 'Waldocke', 'fwaldocke28@sogou.com', '+232 (537) 438-7838');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (82, 'Michaela', null, 'McMurdo', 'mmcmurdo29@pagesperso-orange.fr', '+92 (701) 515-5321');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (83, 'Reynold', 'Adie', 'Chasles', 'rchasles2a@salon.com', '+370 (128) 512-4976');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (84, 'Thomasina', 'Jeanes', 'Brocklehurst', 'tbrocklehurst2b@intel.com', '+380 (475) 528-3475');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (85, 'Asher', null, 'Longega', 'alongega2c@lycos.com', '+86 (992) 711-7024');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (86, 'Cecily', null, 'Rothermel', 'crothermel2d@behance.net', '+55 (609) 305-3476');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (87, 'Garvy', null, 'Leppard', 'gleppard2e@marketwatch.com', '+358 (607) 693-7568');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (88, 'Alma', null, 'Asquith', 'aasquith2f@bbc.co.uk', '+358 (861) 471-0624');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (89, 'Caryl', null, 'Wagon', 'cwagon2g@ocn.ne.jp', '+55 (210) 238-1491');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (90, 'Lionello', null, 'Kirckman', 'lkirckman2h@businessweek.com', '+62 (322) 420-8366');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (91, 'Brandea', 'Sowthcote', 'Heindrich', 'bheindrich2i@bluehost.com', '+420 (238) 943-2591');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (92, 'Ebba', 'Ellif', 'Valsler', 'evalsler2j@naver.com', '+57 (778) 214-1956');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (93, 'Estel', 'Buck', 'Lakes', 'elakes2k@flavors.me', '+387 (808) 664-3674');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (94, 'Heida', 'Snaddon', 'Bresland', 'hbresland2l@hatena.ne.jp', '+46 (182) 321-9734');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (95, 'Winnifred', null, 'Guidone', 'wguidone2m@amazonaws.com', '+48 (878) 617-8689');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (96, 'Marti', null, 'Steers', 'msteers2n@symantec.com', '+86 (502) 178-7964');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (97, 'Tobias', 'Bumphries', 'Worssam', 'tworssam2o@i2i.jp', '+86 (962) 243-5479');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (98, 'Marika', 'Vahl', 'O'' Markey', 'momarkey2p@cnet.com', '+256 (807) 294-1005');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (99, 'Innis', 'Gallant', 'Coulling', 'icoulling2q@gravatar.com', '+86 (326) 378-5297');
insert into Customer (CustomerID, FirstName, MiddleName, LastName, EmailAddress, ContactNumber) values (100, 'Berti', 'Manach', 'MacDuffie', 'bmacduffie2r@wisc.edu', '+62 (231) 466-7071');
